the_geom,name,bin,doitt_id,shape_area,base_bbl,objectid,construction_year,feature_code,geometry_source,ground_elevation,height_roof,last_edited_date,last_status_type,map_pluto_bbl,length,geometry
"MULTIPOLYGON (((-73.997247557646 40.719713754217, -73.997280534034 40.719630466836, -73.997351229575 40.719451910866, -73.997358751015 40.719454399148, -73.997432996124 40.719478958633, -73.997398213704 40.719566809803, -73.997345469957 40.719700023738, -73.99732931382 40.719740827271, -73.997247557646 40.719713754217)))",,1006970,20762,"395,921875",1004710022,272.208,1.9,2.1,Photogrammetric,27.0,"76,35",2017 Aug 22 07:38:07 PM,constructed,1004710022,"100,17296304525",POINT (-73.99734 40.719596)
"MULTIPOLYGON (((-73.998691387016 40.719194614943, -73.998457998655 40.719102166603, -73.998489081411 40.719040875601, -73.998777608808 40.719151415723, -73.998787845322 40.719155337552, -73.998862933245 40.719184105108, -73.998820118299 40.719236949306, -73.998814808739 40.719243503163, -73.998691387016 40.719194614943)))",,1003061,355659,"452,5859375",1002350008,687.318,1.9,2.1,Photogrammetric,20.0,"57,96",2017 Aug 22 06:09:40 PM,constructed,1002350008,"111,33118004197",POINT (-73.998658 40.719143)
"MULTIPOLYGON (((-73.998948050596 40.715536361455, -73.998949668476 40.715533460926, -73.999027865027 40.715558719128, -73.998999575107 40.715617623074, -73.998989427507 40.715638750761, -73.998949464319 40.715721959368, -73.998860529808 40.715693233143, -73.998864286338 40.715686500063, -73.998890926431 40.715638749857, -73.998948050596 40.715536361455)))",,1001811,667200,"257,62109375",1001640021,75.021,1.915,2.1,Photogrammetric,30.0,"51,67901196",2017 Aug 22 07:42:14 PM,constructed,1001640021,"71,21502199909",POINT (-73.998946 40.715629)
"MULTIPOLYGON (((-73.99853414997 40.720228429072, -73.998377434498 40.720152460861, -73.998442487949 40.720074776572, -73.998566932048 40.719926169738, -73.998766315781 40.720022821069, -73.998696224167 40.720106522692, -73.998576819816 40.720249113418, -73.99853414997 40.720228429072)))",,1007008,432938,"1.037,171875",1004720025,1.025.448,1.924,2.1,Photogrammetric,25.0,"24,34",2020 Jan 28 05:18:39 PM,constructed,1004720025,"131,42633810717",POINT (-73.998572 40.720088)
"MULTIPOLYGON (((-74.007076252456 40.713499850189, -74.00719688929 40.713554579349, -74.007208885406 40.713560021285, -74.007268268337 40.713586961729, -74.007383047069 40.713639031855, -74.00742455218 40.713586063849, -74.00757860615 40.713655953246, -74.007637498155 40.713682670205, -74.007587616651 40.713746331504, -74.007621020389 40.713761485791, -74.00752721975 40.713881198646, -74.00703878216 40.713659612986, -74.006974072255 40.713630256676, -74.007076252456 40.713499850189)))",,1077426,609129,"1.840,5390625",1001340025,1.047.252,1.9,2.1,Photogrammetric,35.0,"129,99",2020 Jan 28 05:16:32 PM,constructed,1001340025,"206,17011326351",POINT (-74.007329 40.713686)
"MULTIPOLYGON (((-74.007164527784 40.716703660237, -74.007314066312 40.716513292857, -74.007347494598 40.716470736212, -74.007352568773 40.716464277428, -74.007400802765 40.716486212568, -74.007424826862 40.716497137813, -74.007414940038 40.716509723983, -74.007236787223 40.71673652164, -74.007164527784 40.716703660237)))",,1066414,962168,"383,828125",1001470024,1.034.527,2.002,2.1,Other (Manual),19.0,81,2017 Aug 22 06:35:00 PM,constructed,1001477506,"100,59700665936",POINT (-74.007295 40.7166)
"MULTIPOLYGON (((-73.991487544429 40.71439994605, -73.991483848213 40.714373952538, -73.99146454777 40.714238245965, -73.991555242739 40.714230778414, -73.991564311883 40.714294547836, -73.991570712322 40.714339548619, -73.991579166636 40.714398992842, -73.99148847144 40.714406461312, -73.991487544429 40.71439994605)))",,1003607,697305,"252,34375",1002830085,926.516,1.94,2.1,Photogrammetric,40.0,"31,38",2017 Aug 22 07:03:42 PM,constructed,1002830085,"70,00709394374",POINT (-73.991522 40.714319)
"MULTIPOLYGON (((-73.990957105926 40.715203722026, -73.990985598749 40.715148429315, -73.990988347876 40.715149248994, -73.991104676366 40.715183955608, -73.991140923939 40.715194769931, -73.991129963206 40.715216038245, -73.991112430042 40.715250063582, -73.990957105926 40.715203722026)))",,1082817,800605,"161,99609375",1002980026,866.135,1.9,2.1,Photogrammetric,37.0,"52,16",2017 Aug 22 05:28:24 PM,constructed,1002980026,"54,60028897192",POINT (-73.991049 40.715199)
"MULTIPOLYGON (((-74.00191949343 40.717958979518, -74.001897261586 40.717948214289, -74.001973306974 40.717857292101, -74.00213183884 40.717667744487, -74.002231713882 40.71771610269, -74.002267703302 40.717733528659, -74.002238165902 40.717768844545, -74.002033127571 40.718013998735, -74.002004542373 40.718000158396, -74.00191949343 40.717958979518)))",,1002333,190151,"875,33203125",1001950030,1.054.406,1.868,2.1,Photogrammetric,18.0,"87,51",2020 Jan 28 05:21:42 PM,constructed,1001950030,"133,43990795598",POINT (-74.002082 40.717841)
"MULTIPOLYGON (((-74.01240462663 40.707085463223, -74.012500930726 40.706966171956, -74.012543177973 40.706913840439, -74.012578278275 40.706870359915, -74.012581045457 40.706866932265, -74.012606793613 40.706835036933, -74.012609984166 40.706836480104, -74.012669331325 40.706863338545, -74.012737342509 40.706894118624, -74.012807145488 40.706925708924, -74.013001456416 40.707013647295, -74.013245782802 40.70712422025, -74.013182697454 40.707213338504, -74.013064801481 40.707379885326, -74.013057173364 40.707390660811, -74.012951499047 40.707341237377, -74.012840192832 40.707289179577, -74.012727465467 40.707236456348, -74.012615002189 40.707183857251, -74.012503176966 40.707131556043, -74.01240462663 40.707085463223)))",,1000808,165701,"3.677,390625",1000210001,569.534,1.913,2.1,Photogrammetric,28.0,"443,16",2017 Aug 22 05:30:44 PM,constructed,1000210001,"255,7172705246",POINT (-74.01283 40.70711)
"MULTIPOLYGON (((-73.990158398827 40.712887883617, -73.990446568053 40.712861920946, -73.990457204544 40.712930269693, -73.990419097072 40.712933702878, -73.990370538441 40.712938078011, -73.99024714001 40.712949195237, -73.990169033844 40.712956232391, -73.990158398827 40.712887883617)))",,1087573,996381,"326,515625",1002730022,554.904,2.005,2.1,Other (Manual),25.0,61,2017 Aug 22 06:27:55 PM,constructed,1002737502,"84,82431458669",POINT (-73.990308 40.712909)
"MULTIPOLYGON (((-74.008139018531 40.707517714828, -74.008109980393 40.707499080795, -74.008106137294 40.707502548935, -74.008041597109 40.707461131741, -74.008045440209 40.707457663603, -74.008026896874 40.707445763739, -74.008008907395 40.707434219536, -74.007996233789 40.707434733709, -74.007854196316 40.707343585622, -74.007913163297 40.707290372164, -74.007936738941 40.707269096858, -74.008023204435 40.707324583978, -74.008037516643 40.707311668745, -74.008043549871 40.707306223831, -74.008029165179 40.707296991892, -74.008029548787 40.707288856645, -74.008055882472 40.70726509301, -74.008066046063 40.707263709112, -74.008079567861 40.707251508035, -74.008089928211 40.707252805844, -74.008106883329 40.707263686431, -74.008116162109 40.707255313723, -74.008131959219 40.707241058412, -74.008142744052 40.707239592517, -74.008163954821 40.707253203145, -74.008160912201 40.707270587734, -74.00816800321 40.707264189097, -74.008182220019 40.707264924705, -74.008222720876 40.707290915081, -74.008217288737 40.707295816052, -74.008231346824 40.707304837271, -74.00823677778 40.707299936299, -74.008237212103 40.707300214526, -74.008277334301 40.707325961771, -74.008285228532 40.707326947263, -74.008289961115 40.707329984347, -74.008355372341 40.707371959657, -74.008358919632 40.70737831701, -74.008368488955 40.707384457802, -74.008379777823 40.707391701595, -74.008374785843 40.707396207217, -74.008382291244 40.707401024407, -74.008409031782 40.707413684547, -74.008410233735 40.707420447299, -74.00841072991 40.707423238848, -74.008403836625 40.707430411025, -74.008346309696 40.707490258697, -74.008295671241 40.707542940474, -74.008251307213 40.707589093971, -74.008237105835 40.707589306609, -74.008178087435 40.707551433508, -74.008144257508 40.707529723678, -74.008142044956 40.707522607993, -74.008140899023 40.707518921381, -74.008139018531 40.707517714828)))",,1086256,942459,"1.584,66796875",1000420022,355.742,2.002,2.1,Photogrammetric,14.0,"490,34089647",2017 Aug 22 05:47:33 PM,constructed,1000420022,"186,85545773232",POINT (-74.008154 40.7074)
"MULTIPOLYGON (((-74.004485051907 40.718953833066, -74.00453666223 40.718888547668, -74.004588683108 40.718822741734, -74.004628375943 40.718840906134, -74.004666633105 40.718858414106, -74.004563002002 40.718989505507, -74.004485051907 40.718953833066)))",,1002204,399232,"227,51953125",1001930017,1.028.920,1.804,2.1,Photogrammetric,17.0,"40,15",2020 Jan 28 05:25:43 PM,constructed,1001930017,"65,16399170603",POINT (-74.004576 40.718906)
"MULTIPOLYGON (((-73.996875990772 40.716205579646, -73.996812658965 40.716182944484, -73.99677327499 40.71616886751, -73.996732090953 40.716154147508, -73.996768910278 40.716094506844, -73.996790798785 40.716102330189, -73.996951121751 40.716159632217, -73.99691430137 40.716219272938, -73.996875990772 40.716205579646)))",,1077409,449960,"216,875",1002020015,297.320,1.92,2.1,Photogrammetric,44.0,"37,58847321",2009 Feb 14 12:00:00 AM,constructed,1002020015,"64,19327194532",POINT (-73.996842 40.716157)
"MULTIPOLYGON (((-74.006677010232 40.710799846275, -74.006723497188 40.710767580059, -74.006875101274 40.710894053274, -74.006829033266 40.710926668924, -74.006677010232 40.710799846275)))",,1001276,34748,"176,33203125",1000920028,434.612,1.9,2.1,Photogrammetric,34.0,"50,59",2017 Aug 22 07:34:53 PM,constructed,1000920028,"64,29454081656",POINT (-74.006776 40.710847)
"MULTIPOLYGON (((-73.996911039111 40.712601202381, -73.996983981945 40.712594980884, -73.997008663318 40.712684509409, -73.996975219112 40.712687362254, -73.99677779883 40.712704200056, -73.996766965611 40.712630655037, -73.996836016136 40.712624764912, -73.99691353657 40.712618152763, -73.996911039111 40.712601202381)))",,1003355,684702,"296,21875",1002770049,631.245,1.9,2.1,Photogrammetric,26.0,"64,65",2017 Aug 22 06:11:02 PM,constructed,1002770049,"77,25744363825",POINT (-73.99689 40.712654)
"MULTIPOLYGON (((-73.991893122393 40.71792741489, -73.992008599506 40.717703860506, -73.992008733241 40.717703900138, -73.992094912569 40.717729671483, -73.991986932777 40.717938712952, -73.991979435701 40.717953225952, -73.991893122393 40.71792741489)))",,1005444,328438,"364,21875",1004130029,886.240,1.91,2.1,Photogrammetric,41.0,"23,82",2017 Aug 22 05:28:13 PM,constructed,1004130029,"91,17985999832",POINT (-73.991994 40.717829)
"MULTIPOLYGON (((-74.003290578922 40.707288575579, -74.003355700391 40.70725614358, -74.003362351185 40.707263877878, -74.00340469027 40.707313111194, -74.003483037328 40.707404212687, -74.003418169028 40.707436939217, -74.003365265485 40.707375422341, -74.003290578922 40.707288575579)))",,1082010,415535,"225,3671875",1000960005,638.109,1.983,2.1,Photogrammetric,6.0,"59,05",2017 Aug 22 05:41:56 PM,constructed,1000960005,"69,31219453174",POINT (-74.003387 40.707346)
"MULTIPOLYGON (((-73.998640870571 40.717499989432, -73.998687008322 40.717425007183, -73.998741777681 40.717335998662, -73.998798755377 40.717377058033, -73.998813903126 40.717387974175, -73.998810101532 40.717394153437, -73.998726260331 40.71753040784, -73.99870500076 40.717522834312, -73.998640870571 40.717499989432)))",,1002659,828808,"260,78515625",1002060028,992.525,1.915,2.1,Photogrammetric,28.0,"56,34",2017 Aug 22 07:02:11 PM,constructed,1002060028,"71,24078724811",POINT (-73.99873 40.717438)
"MULTIPOLYGON (((-74.012495896689 40.710215953782, -74.012494845971 40.710216699519, -74.012495666043 40.710216573358, -74.012312205714 40.710713806704, -74.012175398845 40.710654079556, -74.012148359909 40.710690445048, -74.011444049431 40.710387218815, -74.011763205242 40.709901946239, -74.011886010567 40.7099545766, -74.012495896689 40.710215953782)))",Tower 4 World Trade Ctr,1088795,1255932,"7.966,484375",1000580001,1.079.232,2.009,2.1,Photogrammetric,15.0,"978,45258",2021 Jun 15 05:27:51 PM,constructed,1000580001,"363,27593595667",POINT (-74.011994 40.710316)
"MULTIPOLYGON (((-73.992973507397 40.713721053605, -73.992943780242 40.713517938905, -73.993029564169 40.713507937655, -73.993058382366 40.713714094203, -73.992973507397 40.713721053605)))",,1088291,1273008,"289,53125",1002820024,1.077.831,,2.1,Other (Manual),36.0,80,2018 Jun 11 03:27:58 PM,constructed,1002827502,"79,62456036473",POINT (-73.993001 40.713615)
"MULTIPOLYGON (((-74.005377481111 40.717740118828, -74.005402466442 40.717708307135, -74.005469185785 40.717623359759, -74.005587736211 40.717677263105, -74.005496031671 40.717794022268, -74.005377481111 40.717740118828)))",,1001911,742969,"307,13671875",1001740012,1.071.103,1.867,2.1,Other (Manual),22.0,76,2020 Jan 28 05:17:35 PM,constructed,1001747501,"70,69358259791",POINT (-74.005483 40.717709)
"MULTIPOLYGON (((-74.004338084688 40.719034792751, -74.004383757822 40.718977016998, -74.004444683121 40.719004898053, -74.004522633254 40.719040570521, -74.004501138181 40.719067761363, -74.004476960196 40.719098346328, -74.00445124192 40.71908657676, -74.004338084688 40.719034792751)))",,1002206,280472,"178,6484375",1001930019,1.032.319,1.877,2.1,Photogrammetric,14.0,"75,43",2020 Jan 28 05:21:13 PM,constructed,1001930019,"55,90293338233",POINT (-74.00443 40.719038)
"MULTIPOLYGON (((-74.00550220085 40.706710131279, -74.005918632905 40.707050904672, -74.005652324717 40.707239365389, -74.005631293192 40.707254249172, -74.005360916376 40.707032993822, -74.005214862518 40.706913474749, -74.00550220085 40.706710131279)))",,1001134,1215258,"2.984,9296875",1000700032,482.393,1.971,2.1,Photogrammetric,7.0,"340,19",2017 Aug 22 07:12:49 PM,constructed,1000700032,"223,94550831561",POINT (-74.005567 40.706982)
"MULTIPOLYGON (((-74.007379875302 40.716031619177, -74.007565111285 40.715793860699, -74.007638139218 40.715826800148, -74.007452903404 40.716064557842, -74.007379875302 40.716031619177)))",,1075670,666094,"383,62890625",1001460022,1.083.036,1.86,2.1,Other (Manual),23.0,85,2020 Jan 28 05:19:31 PM,constructed,1001467504,"100,02606237167",POINT (-74.007509 40.715929)
"MULTIPOLYGON (((-73.990935454238 40.715245738143, -73.990957105926 40.715203722026, -73.991112430042 40.715250063582, -73.99109077962 40.715292078827, -73.990935454238 40.715245738143)))",,1084871,211060,"123,09765625",1002980026,214.803,1.9,2.1,Photogrammetric,37.0,"52,5",2017 Aug 22 06:04:01 PM,constructed,1002980026,"50,41331499882",POINT (-73.991024 40.715248)
"MULTIPOLYGON (((-73.995922060873 40.713867485089, -73.995897301577 40.713695347098, -73.99601597955 40.713685463656, -73.996074820285 40.713680563296, -73.996083040792 40.713737712684, -73.99610094283 40.713862171066, -73.996101511844 40.713866125228, -73.995923991464 40.71388090907, -73.995922060873 40.713867485089)))",,1003495,138691,"544,99609375",1002810019,233.875,1.9,2.1,Photogrammetric,40.0,"47,33",2017 Aug 22 07:38:51 PM,constructed,1002810019,"94,58827338358",POINT (-73.995999 40.713781)
"MULTIPOLYGON (((-73.995245852342 40.720161393716, -73.995309637241 40.719997703444, -73.995387422931 40.720029757533, -73.995360661126 40.720098433846, -73.99535203488 40.720120573434, -73.995325164095 40.720189529791, -73.995301542759 40.720250149354, -73.995286720508 40.720288185384, -73.995203738889 40.720269466663, -73.995218293645 40.72023211592, -73.995245833401 40.720161442343, -73.995245852342 40.720161393716)))",,1007170,83169,"391,29296875",1004790034,801.030,1.915,2.1,Photogrammetric,37.0,"20,96",2017 Aug 22 06:30:52 PM,constructed,1004790034,"100,69266444891",POINT (-73.995297 40.720146)
"MULTIPOLYGON (((-73.996526013159 40.712272162777, -73.996586727183 40.712266984853, -73.996644189106 40.71226208326, -73.996886512526 40.712241414335, -73.996906388512 40.712313514269, -73.996835301614 40.71231957818, -73.996655919211 40.712334878194, -73.996652753507 40.712335148256, -73.996583702082 40.712341037371, -73.996536749046 40.712345042341, -73.996530962903 40.712305761885, -73.996526013159 40.712272162777)))",,1079617,15391,"440,44140625",1002770056,341.159,1.9,2.1,Photogrammetric,23.0,"32,46",2017 Aug 22 05:35:14 PM,constructed,1002770056,"103,378631622",POINT (-73.996714 40.712293)
"MULTIPOLYGON (((-74.006603407752 40.714653025357, -74.006739312935 40.714483297354, -74.006816115765 40.71451890262, -74.006680210705 40.714688630713, -74.006603407752 40.714653025357)))",,1001624,154822,"292,234375",1001490002,1.025.502,1.848,2.1,Photogrammetric,32.0,"73,09",2020 Jan 28 05:19:21 PM,constructed,1001490002,"78,36213986658",POINT (-74.00671 40.714586)
"MULTIPOLYGON (((-74.009042745789 40.718271394602, -74.009053290175 40.718212007832, -74.009141833261 40.718221109493, -74.009389761369 40.718246595583, -74.009390092765 40.718246629775, -74.00937954749 40.718306016575, -74.00909686753 40.718276958191, -74.009042745789 40.718271394602)))",,1002039,389815,"332,9921875",1001800003,50.323,1.88,2.1,Other (Manual),16.0,88,2020 Jan 28 05:16:06 PM,constructed,1001807501,"93,27380355619",POINT (-74.009216 40.718259)
"MULTIPOLYGON (((-73.997743051544 40.714725230059, -73.99782685694 40.714624271831, -73.997906382133 40.71465252502, -73.997834236755 40.714744305522, -73.997743051544 40.714725230059)))",,1082460,522101,"164,65234375",1001620051,694.827,1.9,2.1,Photogrammetric,39.0,"54,9",2017 Aug 22 07:05:43 PM,constructed,1001620051,"53,51578265967",POINT (-73.997827 40.714687)
"MULTIPOLYGON (((-73.99491495496 40.711943316507, -73.994910245046 40.711910553012, -73.994988644122 40.711904027746, -73.99499848439 40.711903208709, -73.994999978281 40.711913603371, -73.99500339779 40.711937391414, -73.995009884338 40.711982518096, -73.994921644891 40.711989861507, -73.99491495496 40.711943316507)))",,1077115,398715,"115,77734375",1002760033,509.868,1.9,2.1,Photogrammetric,25.0,"40,14",2009 Feb 14 12:00:00 AM,constructed,1002760033,"43,19604370024",POINT (-73.99496 40.711947)
"MULTIPOLYGON (((-73.991555242739 40.714230778414, -73.991553070734 40.714224109073, -73.991463585292 40.714231476756, -73.991456208272 40.714179604997, -73.991440291967 40.714067686556, -73.991439461746 40.714063225364, -73.991618391926 40.714048492665, -73.991641990748 40.714214427868, -73.99164233247 40.714216828654, -73.991642338382 40.714216867377, -73.991647457112 40.714252860256, -73.991652354734 40.714287297937, -73.991667208439 40.714391743832, -73.991579166636 40.714398992842, -73.991570712322 40.714339548619, -73.991564311883 40.714294547836, -73.991555242739 40.714230778414)))",,1089025,1113505,"752,359375",1002830059,1.076.283,,2.1,Other (Manual),38.0,157,2019 Jan 22 05:37:10 PM,constructed,1002837503,"141,33052189858",POINT (-73.991565 40.714197)
"MULTIPOLYGON (((-73.999288772966 40.716138390379, -73.999314171373 40.716097242612, -73.999342150464 40.716107241141, -73.999395517991 40.716126312441, -73.999406598109 40.716108361724, -73.999485999106 40.716136736286, -73.99949618431 40.716140376193, -73.999480655365 40.716165533683, -73.999459705887 40.716199474723, -73.999340623256 40.716156919587, -73.999288772966 40.716138390379)))",,1002381,583394,"172,44921875",1001990028,390.567,1.94,2.1,Photogrammetric,25.0,"26,06",2017 Aug 22 06:01:19 PM,constructed,1001990028,"61,23942840597",POINT (-73.999398 40.716146)
"MULTIPOLYGON (((-73.990223893813 40.715772346168, -73.990187590365 40.715842520757, -73.990153172693 40.715909049329, -73.990130705811 40.715952479922, -73.99005756048 40.715930572317, -73.99003571031 40.715972807968, -73.989959342462 40.715949934674, -73.989981015096 40.715908042117, -73.989981722856 40.715907857574, -73.989981684986 40.715907846764, -73.990074872144 40.71572771313, -73.990223893813 40.715772346168)))",,1004049,53463,"567,78125",1003100037,670.844,1.94,2.1,Other (Manual),34.0,124,2017 Aug 22 06:18:26 PM,constructed,1003107503,"105,92693334221",POINT (-73.990093 40.715851)
"MULTIPOLYGON (((-73.99163795415 40.713580473491, -73.991629411468 40.713518317822, -73.991664412558 40.71351553238, -73.991677113103 40.713508574152, -73.991670734151 40.713462167674, -73.991665374419 40.713423170671, -73.991650694588 40.713415725085, -73.991615692368 40.713418510523, -73.991614580937 40.713410422055, -73.991606292508 40.713350121454, -73.991698228861 40.713342805166, -73.991706393221 40.713402207042, -73.991713838706 40.713456371495, -73.991719158267 40.713495075827, -73.991727066086 40.713552610923, -73.991730766969 40.713579534657, -73.991638831476 40.713586850971, -73.99163795415 40.713580473491)))",,1003556,212003,"281,30078125",1002830006,576.621,1.9,2.1,Photogrammetric,36.0,"65,83",2017 Aug 22 07:08:01 PM,constructed,1002830006,"99,91050314454",POINT (-73.991675 40.713464)
"MULTIPOLYGON (((-73.997694296735 40.718225477599, -73.997728628432 40.718169098242, -73.997810659795 40.71819801521, -73.997772637669 40.718260454952, -73.99770858199 40.718365649485, -73.997648645746 40.718344521411, -73.997671226668 40.718307438863, -73.997716391987 40.71823326655, -73.997694296735 40.718225477599)))",,1003098,507117,"224,2734375",1002370036,12.840,1.9,2.1,Photogrammetric,32.0,"62,84",2017 Aug 22 06:53:41 PM,constructed,1002370036,"74,37570625437",POINT (-73.997729 40.718264)
"MULTIPOLYGON (((-74.004572117436 40.718312653867, -74.00471179965 40.718136665142, -74.004744219792 40.718095817571, -74.004839551065 40.718139619817, -74.004898138228 40.718166538988, -74.004764502619 40.718334910273, -74.004726035007 40.718383375512, -74.004572117436 40.718312653867)))",,1084762,88808,"744,67578125",1001750008,1.055.007,1.883,2.1,Photogrammetric,21.0,"85,54",2020 Jan 28 05:21:40 PM,constructed,1001757505,"114,40537748088",POINT (-74.004735 40.71824)
"MULTIPOLYGON (((-74.00082289645 40.719573700771, -74.000919780201 40.719453938515, -74.000978979731 40.719380758983, -74.001007692385 40.719345266035, -74.001089961122 40.719383792702, -74.001041512984 40.719443680667, -74.001002047837 40.719492465244, -74.000905164178 40.719612226669, -74.00082289645 40.719573700771)))",,1002682,799549,"423,66796875",1002090008,1.077.951,1.825,2.1,Other (Manual),13.0,46,2020 Jan 28 05:22:14 PM,constructed,1002090008,"100,24244698425",POINT (-74.000956 40.719479)
"MULTIPOLYGON (((-74.010863947527 40.703267727761, -74.010893002957 40.703355287189, -74.010905178961 40.703391978292, -74.010934120848 40.703479195524, -74.010956066158 40.703545325227, -74.0107081033 40.703600355434, -74.010674259999 40.703495158982, -74.010620845173 40.703329130246, -74.010863947527 40.703267727761)))",,1077806,411756,"1.186,70703125",1000070023,1.041.550,1.92,2.1,Other (Manual),7.0,69,2017 Aug 22 05:41:33 PM,constructed,1000077501,"140,31330450703",POINT (-74.010788 40.703436)
"MULTIPOLYGON (((-74.007320258111 40.709647577537, -74.00762373763 40.709809509355, -74.007438552533 40.709991834451, -74.007134093569 40.709837219763, -74.007320258111 40.709647577537)))",,1090115,1286114,"1.404,6171875",1000780047,1.036.376,2.018,2.1,Other (Manual),33.0,727,2019 Oct 23 06:34:52 PM,constructed,1000780047,"150,61502249189",POINT (-74.007379 40.709821)
"MULTIPOLYGON (((-74.004525923852 40.71737298865, -74.004586570804 40.717263425672, -74.004604874076 40.717230360007, -74.004629914662 40.717241745954, -74.004758670774 40.717300290975, -74.004556028628 40.717589734865, -74.004433448375 40.717540051302, -74.004525923852 40.71737298865)))",,1001884,244606,"859,71484375",1001740001,64.544,2.016,2.1,Photogrammetric,27.0,"78,1",2017 Aug 22 05:37:33 PM,constructed,1001747504,"132,89061568298",POINT (-74.004592 40.717409)
"MULTIPOLYGON (((-73.998187191598 40.712040682249, -73.998217486942 40.712147422973, -73.998156217988 40.712157492422, -73.998110620108 40.712164985735, -73.998103256342 40.712139040096, -73.998093213995 40.712129917756, -73.998018076324 40.712142266094, -73.998011487753 40.712155764638, -73.998018405378 40.712180139784, -73.997948580097 40.712191614673, -73.997914193308 40.712070453024, -73.997947317661 40.712066840769, -73.998187191598 40.712040682249)))",,1003361,394198,"468,78125",1002790002,751.466,1.92,2.1,Photogrammetric,17.0,"60,66",2017 Aug 22 05:58:12 PM,constructed,1002790002,"105,04111687972",POINT (-73.998065 40.712108)
"MULTIPOLYGON (((-74.005475550075 40.71870878843, -74.005623132491 40.718523582413, -74.005642519279 40.718499253284, -74.005649266936 40.718502366016, -74.005720205546 40.718535089749, -74.005553236495 40.718744625008, -74.005475550075 40.71870878843)))",,1001980,755843,"363,97265625",1001780005,1.049.634,1.868,2.1,Photogrammetric,15.0,"78,35",2020 Jan 28 05:18:33 PM,constructed,1001780005,"92,15311136741",POINT (-74.005598 40.718622)
"MULTIPOLYGON (((-74.009661148071 40.719974155653, -74.009677200406 40.719873285487, -74.009687929131 40.719805861606, -74.009773209956 40.719813717649, -74.0097949098 40.719815716737, -74.009798178165 40.719795181231, -74.009811708035 40.719710157532, -74.009900651942 40.719718351761, -74.009913867834 40.719719569013, -74.010062956757 40.71973330326, -74.010022232007 40.719989222727, -74.01002051633 40.719992558365, -74.01001810704 40.719995636518, -74.010015070406 40.719998373432, -74.010011486898 40.720000696159, -74.010007452378 40.720002542555, -74.010003075727 40.720003862182, -74.009998475296 40.720004621712, -74.00999377299 40.72000479772, -74.009661148071 40.719974155653)))",,1087575,996320,"1.438,11328125",1001870016,655.281,2.005,2.1,Photogrammetric,14.0,"117,35809696",2017 Aug 22 07:29:02 PM,constructed,1001870016,"160,04587398032",POINT (-74.009876 40.719866)
"MULTIPOLYGON (((-73.990442954713 40.718403704148, -73.990502775688 40.718287813447, -73.99057651669 40.718309848683, -73.990578820949 40.718310537762, -73.990503970845 40.718455544357, -73.990476368211 40.718447296107, -73.990427925445 40.718432819993, -73.990442954713 40.718403704148)))",,1005478,646182,"208,10546875",1004140062,997.491,1.9,2.1,Photogrammetric,40.0,"54,99",2017 Aug 22 05:26:53 PM,constructed,1004140062,"63,93826035711",POINT (-73.990503 40.718372)
"MULTIPOLYGON (((-74.009997158073 40.703589430447, -74.010075972233 40.70353836365, -74.010193981211 40.703642068809, -74.010115737437 40.70369363542, -74.009997158073 40.703589430447)))",,1000856,128474,"232,67578125",1000300032,294.728,1.9,2.1,Photogrammetric,7.0,"54,79",2017 Aug 22 06:02:44 PM,constructed,1000300032,"63,40280561176",POINT (-74.010096 40.703616)
"MULTIPOLYGON (((-74.010288709177 40.716958360517, -74.010279278243 40.716954071328, -74.01029927813 40.716928613015, -74.01037844331 40.716827838804, -74.01045690417 40.716863521626, -74.010433111948 40.716893807946, -74.010427578925 40.716900851339, -74.010383367946 40.716957130024, -74.010357738016 40.716989754218, -74.010303056792 40.716964885231, -74.010288709177 40.716958360517)))",,1079173,680457,"219,78515625",1001410013,719.656,1.92,2.1,Photogrammetric,15.0,"72,36",2017 Aug 22 07:28:02 PM,constructed,1001410013,"63,52663644908",POINT (-74.010368 40.716909)
"MULTIPOLYGON (((-73.991117245665 40.7184744941, -73.991024039935 40.71865310935, -73.990948234416 40.71863020975, -73.991041440317 40.71845159456, -73.991117245665 40.7184744941)))",,1005464,831528,"256,28125",1004140025,170.324,1.9,2.1,Photogrammetric,41.0,"55,71",2017 Aug 22 06:38:37 PM,constructed,1004140025,"74,59094229034",POINT (-73.991033 40.718552)
"MULTIPOLYGON (((-74.013714751684 40.716850279739, -74.013603542828 40.716996405232, -74.013610619742 40.716999609311, -74.013863992379 40.717114305881, -74.013829226212 40.717158764652, -74.013653215197 40.717383848387, -74.013621878896 40.717423922103, -74.013454411177 40.717348107132, -74.013534605522 40.717015341183, -74.013588192533 40.716792984473, -74.013714751684 40.716850279739)))",,1089767,1992,"1.961,87890625",1000160220,1.063.235,2.015,2.1,Other (Manual),11.0,242,2018 Dec 07 06:34:23 PM,constructed,1000160220,"232,41307152234",POINT (-74.013628 40.71715)
"MULTIPOLYGON (((-74.003102480861 40.718813178465, -74.003241259061 40.718637633712, -74.00327436202 40.718595759957, -74.003278192924 40.718590913303, -74.003356422456 40.718626714426, -74.003322240204 40.718669952509, -74.003180710559 40.718848979708, -74.003102480861 40.718813178465)))",,1002216,94432,"387,1328125",1001930038,1.032.463,1.871,2.1,Photogrammetric,20.0,"78,41",2020 Jan 28 05:19:33 PM,constructed,1001930038,"96,458965281",POINT (-74.003229 40.71872)
