borough;neighborhood;bin;numfloors;house_number;street_name;full_street_name;zipcode;full_address;streetview_image_usable_flag;streetview_stairs_detected;streetview_gate_detected;streetview_ramp_or_barrier_detected;streetview_amr_can_reach_door_flag;amr_accessibility_probability_estimated;amr_index_estimated
Manhattan;Upper West Side (Central);1031219;4;65;83;W  83 ST;10024;65 W  83 ST;True;True;True;False;False;0.096438734;9.643873352
Manhattan;Upper West Side-Lincoln Square;1030938;4;326;71;W  71 ST;10023;326 W  71 ST;True;True;True;False;False;0.244205306;24.42053057
Manhattan;Chelsea-Hudson Yards;1012280;10;555;18;W  18 ST;10011;555 W  18 ST;True;False;False;False;True;0.869163944;86.91639441
Manhattan;Upper West Side (Central);1031090;5;;;;;;True;True;False;False;False;0.095776471;9.577647141
Manhattan;Upper West Side-Lincoln Square;1027193;12;1855;BROADWAY;BROADWAY;10023;1855 BROADWAY;True;False;False;False;True;0.589920256;58.9920256
Manhattan;Hell's Kitchen;1013677;4;;;;;;True;False;True;False;False;0.674159509;67.4159509
Manhattan;Midtown-Times Square;1024706;32;1501;BROADWAY;BROADWAY;10036;1501 BROADWAY;True;False;False;False;False;0.791450789;79.14507894
Manhattan;Hell's Kitchen;1027158;2;621;55;W  55 ST;10019;621 W  55 ST;True;False;False;True;False;0.773391831;77.33918305
Manhattan;Chelsea-Hudson Yards;1013581;8;330;36;W  36 ST;10018;330 W  36 ST;True;True;False;False;False;0.687087617;68.70876168
Manhattan;Gramercy;1017945;6;245;PARK;PARK AVE S;10003;245 PARK AVE S;True;False;False;False;True;0.592445562;59.24455618
Manhattan;Midtown South-Flatiron-Union Square;1016113;8;5;17;E  17 ST;10003;5 E  17 ST;True;False;False;False;True;0.81238252;81.23825203
Manhattan;Hell's Kitchen;1025174;4;309;50;W  50 ST;10019;309 W  50 ST;True;False;False;False;True;0.778562654;77.85626543
Manhattan;Upper West Side (Central);1031750;5;36;96;W  96 ST;10025;36 W  96 ST;True;True;True;True;False;0.111102825;11.11028246
Manhattan;Midtown-Times Square;1015971;4;18;38;W  38 ST;10018;18 W  38 ST;True;False;False;False;True;0.716998704;71.69987043
Manhattan;Upper West Side-Lincoln Square;1030540;5;282;END;W  END AVE;10023;282 W  END AVE;True;True;True;False;False;0.113416948;11.34169479
Manhattan;Midtown-Times Square;1017124;2;207;MADISON;MADISON AVE;10016;207 MADISON AVE;True;True;True;False;False;0.086713722;8.67137218
Manhattan;Upper West Side-Lincoln Square;1028538;5;23;69;W  69 ST;10023;23 W  69 ST;True;True;True;False;False;0.327867284;32.78672845
Manhattan;Midtown South-Flatiron-Union Square;1016973;13;;;;;;True;False;False;False;True;0.785154903;78.51549026
Manhattan;Midtown-Times Square;1014414;17;224;35;W  35 ST;10001;224 W  35 ST;True;False;False;False;True;0.878934681;87.89346807
Manhattan;Chelsea-Hudson Yards;1012375;4;514;25;W  25 ST;10001;514 W  25 ST;True;False;False;False;True;0.764950549;76.49505494
Manhattan;Midtown South-Flatiron-Union Square;1015290;2;;;;;;True;False;False;False;True;0.692012901;69.20129012
Manhattan;Midtown-Times Square;1022622;12;156;44;W  44 ST;10036;156 W  44 ST;True;False;False;False;True;0.743347644;74.33476445
Manhattan;Hell's Kitchen;1026806;3;456;55;W  55 ST;10019;456 W  55 ST;True;True;False;True;True;0.602879857;60.2879857
Manhattan;Gramercy;1017893;7;;;;;;True;True;True;False;False;0.527999969;52.79999694
Manhattan;Upper West Side (Central);1031068;4;355;END;W  END AVE;10024;355 W  END AVE;True;True;False;False;False;0.109235136;10.92351361
Manhattan;Chelsea-Hudson Yards;1014658;3;599;OF THE AMERICAS;AVE OF THE AMERICAS;10011;599 AVE OF THE AMERICAS;False;False;False;False;False;0.724413833;72.44138331
Manhattan;Gramercy;1020426;4;;;;;;True;False;True;False;True;0.667372807;66.73728071
Manhattan;Upper West Side (Central);1030232;4;128;78;W  78 ST;10024;128 W  78 ST;True;True;False;False;False;0.095230699;9.523069908
Manhattan;Upper West Side (Central);1030172;4;167;76;W  76 ST;10023;167 W  76 ST;True;True;False;True;False;0.155029696;15.50296959
Manhattan;Gramercy;1019534;3;171;3;3 AVE;10003;171 3 AVE;True;True;True;False;False;0.517790564;51.77905641
Manhattan;Upper West Side (Central);1031687;4;26;95;W  95 ST;10025;26 W  95 ST;True;True;True;False;False;0.155272827;15.52728273
Manhattan;Chelsea-Hudson Yards;1014517;5;147;14;W  14 ST;10011;147 W  14 ST;True;False;False;False;True;0.60473671;60.47367102
Manhattan;Midtown South-Flatiron-Union Square;1016148;10;37;18;E  18 ST;10003;37 E  18 ST;True;False;False;False;True;0.853105954;85.31059539
Manhattan;Midtown-Times Square;1017199;5;19;37;E  37 ST;10016;19 E  37 ST;True;True;True;True;True;0.698475204;69.84752041
Manhattan;Hell's Kitchen;1024961;1;;;;;;True;True;True;False;False;0.16446264;16.44626401
Manhattan;Midtown-Times Square;1024903;15;209;57;W  57 ST;10019;209 W  57 ST;True;False;False;False;True;0.569472152;56.94721521
Manhattan;Upper West Side-Lincoln Square;1028625;18;50;72;W  72 ST;10023;50 W  72 ST;True;False;False;False;True;0.8551352;85.51351999
Manhattan;Upper West Side-Lincoln Square;1030952;14;351;71;W  71 ST;10023;351 W  71 ST;True;True;True;False;True;0.72858874;72.85887395
Manhattan;Upper West Side (Central);1031196;8;46;83;W  83 ST;10024;46 W  83 ST;True;True;False;False;False;0.514786394;51.47863945
Manhattan;Chelsea-Hudson Yards;1013762;5;243;15;W  15 ST;10011;243 W  15 ST;True;True;False;False;False;0.208731302;20.87313018
Manhattan;Midtown-Times Square;1017117;6;375;5;5 AVE;10016;375 5 AVE;True;False;False;False;True;0.82848647;82.84864696
Manhattan;Midtown-Times Square;1024704;5;;;;;;True;False;False;False;True;0.685210626;68.52106259
Manhattan;Chelsea-Hudson Yards;1013782;5;226;16;W  16 ST;10011;226 W  16 ST;True;True;True;False;False;0.219091402;21.9091402
Manhattan;Upper West Side-Lincoln Square;1028482;5;74;69;W  69 ST;10023;74 W  69 ST;True;True;True;False;False;0.42540401;42.54040096
Manhattan;Midtown South-Flatiron-Union Square;1015853;15;2;33;W  33 ST;10001;2 W  33 ST;True;False;False;False;True;0.848999492;84.89994916
Manhattan;Hell's Kitchen;1026996;5;699;10;10 AVE;10036;699 10 AVE;False;False;False;False;False;0.618116263;61.81162634
Manhattan;Upper West Side (Central);1030223;4;134;78;W  78 ST;10024;134 W  78 ST;True;True;True;False;False;0.10048218;10.04821805
Manhattan;Upper West Side (Central);1031166;4;;;;;;True;True;True;False;False;0.125640883;12.56408829
Manhattan;Upper West Side-Lincoln Square;1030034;4;150;74;W  74 ST;10023;150 W  74 ST;True;True;True;False;False;0.299291196;29.92911963
Manhattan;Chelsea-Hudson Yards;1013266;5;205;8;8 AVE;10011;205 8 AVE;True;False;False;False;True;0.214954611;21.4954611
Manhattan;Gramercy;1018120;5;73;LEXINGTON;LEXINGTON AVE;10010;73 LEXINGTON AVE;True;False;True;False;True;0.551719942;55.17199417
Manhattan;Midtown South-Flatiron-Union Square;1015758;5;1204;BROADWAY;BROADWAY;10001;1204 BROADWAY;True;False;True;False;False;0.903225292;90.32252916
Manhattan;Midtown South-Flatiron-Union Square;1015062;12;153;27;W  27 ST;10001;153 W  27 ST;True;False;False;False;True;0.837843288;83.78432883
Manhattan;Upper West Side-Lincoln Square;1028235;7;149;COLUMBUS;COLUMBUS AVE;10023;149 COLUMBUS AVE;True;False;False;False;True;0.531158764;53.11587643
Manhattan;Gramercy;1018061;5;126;24;E  24 ST;10010;126 E  24 ST;True;False;False;False;True;0.225668554;22.56685539
Manhattan;Upper West Side-Lincoln Square;1030990;5;308;73;W  73 ST;10023;308 W  73 ST;True;False;True;True;True;0.122191632;12.21916324
Manhattan;Midtown-Times Square;1024748;4;266;47;W  47 ST;10036;266 W  47 ST;True;False;False;False;True;0.771590934;77.15909343
Manhattan;Upper West Side-Lincoln Square;1028844;5;156;COLUMBUS;COLUMBUS AVE;10023;156 COLUMBUS AVE;True;False;False;False;True;0.59090068;59.09006795
Manhattan;Midtown-Times Square;1023157;51;152;52;W  52 ST;10019;152 W  52 ST;False;False;False;False;False;0.899033794;89.9033794
Manhattan;Upper West Side-Lincoln Square;1028514;4;24;70;W  70 ST;10023;24 W  70 ST;True;True;False;False;False;0.101232145;10.12321453
Manhattan;Midtown South-Flatiron-Union Square;1015308;10;29;15;W  15 ST;10011;29 W  15 ST;True;True;False;True;True;0.826054349;82.60543491
Manhattan;Chelsea-Hudson Yards;1012422;5;315;10;10 AVE;10001;315 10 AVE;True;False;False;False;True;0.642997999;64.29979993
Manhattan;Upper West Side (Central);1031394;5;;;;;;True;True;True;False;False;0.146997248;14.69972484
Manhattan;Upper West Side (Central);1031127;16;300;79;W  79 ST;10024;300 W  79 ST;True;False;False;True;True;0.839082392;83.90823922
Manhattan;Hell's Kitchen;1025008;6;341;45;W  45 ST;10036;341 W  45 ST;True;False;True;False;True;0.566704523;56.67045233
Manhattan;Chelsea-Hudson Yards;1014664;3;126;18;W  18 ST;10011;126 W  18 ST;True;False;False;False;True;0.812276462;81.22764616
Manhattan;Upper West Side-Lincoln Square;1028144;6;56;65;W  65 ST;10023;56 W  65 ST;True;False;False;False;True;0.561058487;56.10584872
Manhattan;Upper West Side (Central);1028765;12.5;1;75;W  75 ST;10023;1 W  75 ST;False;False;False;False;False;0.537581766;53.75817662
Manhattan;Upper West Side (Central);1031123;3;383;END;W  END AVE;10024;383 W  END AVE;True;True;False;False;False;0.056395917;5.63959171
Manhattan;Chelsea-Hudson Yards;1012646;4.5;408;22;W  22 ST;10011;408 W  22 ST;True;True;True;False;False;0.629511161;62.95111611
Manhattan;Midtown-Times Square;1017125;13;35;35;E  35 ST;10016;35 E  35 ST;True;True;False;True;True;0.769032402;76.9032402
Manhattan;Midtown South-Flatiron-Union Square;1015475;10;1;19;W  19 ST;10011;1 W  19 ST;True;False;False;False;True;0.801776743;80.17767434
Manhattan;Hell's Kitchen;1025114;5;348;48;W  48 ST;10036;348 W  48 ST;True;True;True;False;False;0.172039159;17.20391593
Manhattan;Upper West Side (Central);1030084;5;132;75;W  75 ST;10023;132 W  75 ST;True;True;False;True;False;0.122099816;12.20998159
Manhattan;Upper West Side (Central);1031228;3;35;83;W  83 ST;10024;35 W  83 ST;True;True;False;False;False;0.086059839;8.605983861
Manhattan;Midtown-Times Square;1022669;9;132;47;W  47 ST;10036;132 W  47 ST;True;True;False;False;False;0.62060611;62.06061096
Manhattan;Upper West Side (Central);1031066;4;;;;;;True;True;True;False;False;0.053390647;5.339064743
Manhattan;Chelsea-Hudson Yards;1012645;4.5;406;22;W  22 ST;10011;406 W  22 ST;True;True;False;False;False;0.169395465;16.93954655
Manhattan;Hell's Kitchen;1013642;16;325;38;W  38 ST;10018;325 W  38 ST;True;False;False;False;True;0.870639677;87.06396766
Manhattan;Chelsea-Hudson Yards;1013194;4;152;9;9 AVE;10011;152 9 AVE;True;False;True;False;True;0.575089841;57.50898412
Manhattan;Chelsea-Hudson Yards;1013722;5;225;14;W  14 ST;10011;225 W  14 ST;True;False;False;False;True;0.781823808;78.18238085
Manhattan;Upper West Side-Lincoln Square;1030529;5;;;;;;True;True;True;False;False;0.10337293;10.33729297
Manhattan;Hell's Kitchen;1025092;5;328;48;W  48 ST;10036;328 W  48 ST;True;True;True;False;False;0.441330419;44.13304188
Manhattan;Chelsea-Hudson Yards;1014026;5;227;20;W  20 ST;10011;227 W  20 ST;True;True;False;False;False;0.660774502;66.07745023
Manhattan;Gramercy;1018055;9;144;24;E  24 ST;10010;144 E  24 ST;True;False;False;False;True;0.76329939;76.32993897
Manhattan;Gramercy;1020530;4;;;;;;True;True;True;False;False;0.214278496;21.42784959
Manhattan;Midtown South-Flatiron-Union Square;1015799;4;58;31;W  31 ST;10001;58 W  31 ST;True;False;False;False;True;0.742762313;74.27623128
Manhattan;Midtown-Times Square;1015235;17;155;36;W  36 ST;10018;155 W  36 ST;True;False;False;False;True;0.917968379;91.79683794
Manhattan;Midtown-Times Square;1017228;12;10;39;E  39 ST;10016;10 E  39 ST;True;False;True;False;False;0.824997557;82.49975566
Manhattan;Midtown South-Flatiron-Union Square;1015453;1;136;5;5 AVE;10011;136 5 AVE;True;False;False;False;True;0.676446289;67.64462894
Manhattan;Midtown-Times Square;1022612;7;141;43;W  43 ST;10036;141 W  43 ST;True;False;False;True;True;0.803628729;80.36287292
Manhattan;Midtown-Times Square;1017602;7;455;5;5 AVE;10016;455 5 AVE;True;False;False;False;False;0.335712114;33.5712114
Manhattan;Gramercy;1017869;12;67;IRVING;IRVING PL;10003;67 IRVING PL;True;False;False;False;True;0.865594111;86.55941115
Manhattan;Chelsea-Hudson Yards;1012768;4;468;23;W  23 ST;10011;468 W  23 ST;True;True;True;False;False;0.385054804;38.50548036
Manhattan;Midtown-Times Square;1015271;4;1027;OF THE AMERICAS;AVE OF THE AMERICAS;10018;1027 AVE OF THE AMERICAS;True;True;True;False;False;0.732039742;73.20397418
Manhattan;Midtown-Times Square;1024843;17;254;54;W  54 ST;10019;254 W  54 ST;True;False;False;False;True;0.903278087;90.32780871
Manhattan;Chelsea-Hudson Yards;1014579;9;101;16;W  16 ST;10011;101 W  16 ST;True;False;False;False;True;0.818878759;81.88787586
Manhattan;Upper West Side (Central);1031534;4;59;88;W  88 ST;10024;59 W  88 ST;True;True;True;False;False;0.365551654;36.55516541
Manhattan;Chelsea-Hudson Yards;1013505;3;358;30;W  30 ST;10001;358 W  30 ST;True;True;False;False;False;0.145015276;14.5015276
Manhattan;Gramercy;1019639;3;225;21;E  21 ST;10010;225 E  21 ST;True;True;False;False;False;0.689447586;68.94475859
Manhattan;Gramercy;1017852;1;143;17;E  17 ST;10003;143 E  17 ST;True;False;True;False;True;0.321127271;32.11272712
Manhattan;Upper West Side-Lincoln Square;1029964;4;104;73;W  73 ST;10023;104 W  73 ST;True;True;False;False;False;0.595295752;59.52957517
Manhattan;Hell's Kitchen;1025198;4;353;51;W  51 ST;10019;353 W  51 ST;True;True;True;False;False;0.121931892;12.19318922
Manhattan;Hell's Kitchen;1026944;4;524;46;W  46 ST;10036;524 W  46 ST;False;False;False;False;False;0.323194966;32.31949661
Manhattan;Gramercy;1019541;5;2;RUTHERFORD;RUTHERFORD PL;10003;2 RUTHERFORD PL;True;True;True;False;False;0.06469313;6.469312971
Manhattan;Chelsea-Hudson Yards;1014102;4;238;8;8 AVE;10011;238 8 AVE;True;False;True;False;True;0.754941244;75.49412444
Manhattan;Gramercy;1019532;1;247;2;2 AVE;10003;247 2 AVE;True;False;True;False;False;0.247621053;24.76210526
Manhattan;Hell's Kitchen;1025142;3;795;8;8 AVE;10019;795 8 AVE;True;False;False;False;True;0.748374203;74.83742033
Manhattan;Midtown-Times Square;1014514;3;;;;;;True;False;False;False;True;0.740748739;74.07487385
Manhattan;Upper West Side (Central);1031455;4;33;87;W  87 ST;10024;33 W  87 ST;True;False;True;False;True;0.144948479;14.49484793
Manhattan;Upper West Side (Central);1030259;6;102;79;W  79 ST;10024;102 W  79 ST;True;False;False;False;True;0.783595041;78.35950407
Manhattan;Midtown-Times Square;1022693;51;120;49;W  49 ST;10019;120 W  49 ST;True;False;False;False;True;0.922386326;92.23863259
Manhattan;Hell's Kitchen;1026847;6;;;;;;True;False;False;False;True;0.106828447;10.68284474
Manhattan;Hell's Kitchen;1013683;16;;;;;;True;False;False;False;True;0.836582257;83.65822566
Manhattan;Upper West Side (Central);1031466;5;;;;;;True;True;True;False;False;0.12947606;12.94760599
Manhattan;Midtown South-Flatiron-Union Square;1015682;6;;;;;;True;False;False;False;True;0.628858422;62.88584221
Manhattan;Chelsea-Hudson Yards;1026905;5;502;41;W  41 ST;10036;502 W  41 ST;True;False;False;False;True;0.320470171;32.04701709
Manhattan;Upper West Side-Lincoln Square;1028649;5;281;COLUMBUS;COLUMBUS AVE;10023;281 COLUMBUS AVE;True;False;False;False;True;0.549713327;54.9713327
Manhattan;Midtown South-Flatiron-Union Square;1016292;6;;;;;;True;False;False;False;True;0.822694992;82.26949923
Manhattan;Upper West Side-Lincoln Square;1028439;5.5;73;68;W  68 ST;10023;73 W  68 ST;True;True;False;False;False;0.177640965;17.76409653
Manhattan;Upper West Side-Lincoln Square;1030020;4;106;74;W  74 ST;10023;106 W  74 ST;True;True;False;True;True;0.134124113;13.41241131
Manhattan;Upper West Side (Central);1031360;5;43;85;W  85 ST;10024;43 W  85 ST;True;True;True;False;False;0.167709399;16.77093986
Manhattan;Gramercy;1017897;6;76;IRVING;IRVING PL;10003;76 IRVING PL;True;True;False;False;False;0.434415348;43.44153482
Manhattan;Midtown South-Flatiron-Union Square;1015693;4;;;;;;True;False;False;False;True;0.806201369;80.62013695
Manhattan;Gramercy;1020394;5;;;;;;True;False;False;False;True;0.599567204;59.95672043
Manhattan;Upper West Side (Central);1031786;4;162;80;W  80 ST;10024;162 W  80 ST;True;True;True;False;False;0.537154405;53.71544048
Manhattan;Midtown-Times Square;1023164;4;160;54;W  54 ST;10019;160 W  54 ST;True;True;False;False;False;0.72337916;72.33791604
Manhattan;Hell's Kitchen;1025192;5;764;9;9 AVE;10019;764 9 AVE;True;False;False;False;True;0.639295979;63.92959786
Manhattan;Midtown South-Flatiron-Union Square;1015706;5;42;28;W  28 ST;10001;42 W  28 ST;True;False;False;False;True;0.846329757;84.63297573
Manhattan;Midtown South-Flatiron-Union Square;1016967;12;460;PARK;PARK AVE S;10016;460 PARK AVE S;True;False;False;False;True;0.831419526;83.14195263
Manhattan;Upper West Side (Central);1031155;5;76;82;W  82 ST;10024;76 W  82 ST;True;True;True;False;False;0.12781658;12.781658
Manhattan;Upper West Side (Central);1031491;5;5;87;W  87 ST;10024;5 W  87 ST;True;True;True;False;False;0.085164055;8.516405518
Manhattan;Upper West Side (Central);1030120;4;141;75;W  75 ST;10023;141 W  75 ST;True;True;True;False;False;0.160229204;16.02292038
Manhattan;Midtown South-Flatiron-Union Square;1016287;12;304;PARK;PARK AVE S;10010;304 PARK AVE S;True;False;False;False;True;0.833321877;83.3321877
Manhattan;Chelsea-Hudson Yards;1013223;3;310;20;W  20 ST;10011;310 W  20 ST;True;True;True;False;False;0.21707551;21.70755099
Manhattan;Upper West Side (Central);1031000;5;317;74;W  74 ST;10023;317 W  74 ST;True;False;False;False;True;0.370147586;37.01475862
Manhattan;Chelsea-Hudson Yards;1012664;4;489;22;W  22 ST;10011;489 W  22 ST;True;True;True;False;False;0.13663428;13.66342802
Manhattan;Hell's Kitchen;1026603;5;705;9;9 AVE;10019;705 9 AVE;True;False;False;False;True;0.61071101;61.07110102
Manhattan;Gramercy;1019514;6;231;2;2 AVE;10003;231 2 AVE;True;False;False;False;True;0.778893283;77.88932829
Manhattan;Hell's Kitchen;1025250;6;362;53;W  53 ST;10019;362 W  53 ST;True;False;False;False;True;0.830248175;83.02481752
Manhattan;Upper West Side-Lincoln Square;1030521;1;;;;;;True;True;False;True;False;0.289549195;28.95491952
Manhattan;Upper West Side (Central);1031547;3.5;63;89;W  89 ST;10024;63 W  89 ST;True;True;True;False;False;0.099549827;9.954982656
Manhattan;Upper West Side (Central);1031589;4;;;;;;True;True;True;False;False;0.0846355;8.463549954
Manhattan;Gramercy;1017948;4;1;GRAMERCY;GRAMERCY PARK W;10003;1 GRAMERCY PARK W;True;True;True;False;False;0.416041715;41.6041715
Manhattan;Chelsea-Hudson Yards;1013719;5;233;14;W  14 ST;10011;233 W  14 ST;True;True;True;False;False;0.259580799;25.95807994
Manhattan;Hell's Kitchen;1026677;3;423;50;W  50 ST;10019;423 W  50 ST;True;True;True;False;False;0.265203541;26.52035406
Manhattan;Gramercy;1019546;4;;;;;;True;False;False;False;True;0.134284422;13.42844215
Manhattan;Chelsea-Hudson Yards;1012612;3;465;21;W  21 ST;10011;465 W  21 ST;True;True;True;False;False;0.058452581;5.845258065
Manhattan;Upper West Side (Central);1030152;4;150;76;W  76 ST;10023;150 W  76 ST;True;True;True;False;False;0.156189444;15.61894436
Manhattan;Hell's Kitchen;1026457;4;400;46;W  46 ST;10036;400 W  46 ST;True;False;True;False;False;0.710362086;71.03620856
Manhattan;Midtown South-Flatiron-Union Square;1017091;5;177;MADISON;MADISON AVE;10016;177 MADISON AVE;True;False;False;False;True;0.653240181;65.3240181
Manhattan;Upper West Side (Central);1031459;4;23;87;W  87 ST;10024;23 W  87 ST;True;True;True;False;False;0.139971055;13.99710548
Manhattan;Hell's Kitchen;1026794;4;819;9;9 AVE;10019;819 9 AVE;True;False;False;False;True;0.667735998;66.77359984
Manhattan;Upper West Side-Lincoln Square;1030394;5;221;70;W  70 ST;10023;221 W  70 ST;True;True;True;True;False;0.129673942;12.96739422
Manhattan;Midtown South-Flatiron-Union Square;1016282;6;25;22;E  22 ST;10010;25 E  22 ST;True;True;True;False;False;0.66327303;66.32730297
Manhattan;Chelsea-Hudson Yards;1012623;3;443;21;W  21 ST;10011;443 W  21 ST;True;True;True;False;False;0.107340859;10.73408591
Manhattan;Upper West Side (Central);1030871;4;356;END;W  END AVE;10024;356 W  END AVE;True;True;True;False;False;0.113581945;11.35819454
Manhattan;Gramercy;1017942;4;11;GRAMERCY;GRAMERCY PARK S;10003;11 GRAMERCY PARK S;True;True;True;False;False;0.144999453;14.49994533
Manhattan;Hell's Kitchen;1025074;4;676;9;9 AVE;10036;676 9 AVE;True;False;False;False;True;0.718415283;71.84152832
Manhattan;Hell's Kitchen;1026492;4;679;9;9 AVE;10036;679 9 AVE;True;False;False;False;True;0.686334126;68.6334126
Manhattan;Chelsea-Hudson Yards;1014972;;157;24;W  24 ST;10011;157 W  24 ST;True;False;True;False;False;0.395094799;39.50947989
Manhattan;Chelsea-Hudson Yards;1012284;8;550;20;W  20 ST;10011;550 W  20 ST;True;False;False;False;False;0.606023794;60.60237937
Manhattan;Hell's Kitchen;1026408;4;431;44;W  44 ST;10036;431 W  44 ST;True;False;True;False;False;0.127629818;12.76298182
Manhattan;Chelsea-Hudson Yards;1012378;11;210;11;11 AVE;10001;210 11 AVE;True;False;False;True;True;0.81411873;81.41187305
Manhattan;Midtown-Times Square;1022688;13;169;48;W  48 ST;10036;169 W  48 ST;True;False;True;False;False;0.856131992;85.61319921
Manhattan;Midtown South-Flatiron-Union Square;1015659;12;18;27;W  27 ST;10001;18 W  27 ST;True;False;True;False;True;0.799938246;79.99382464
Manhattan;Upper West Side (Central);1031080;4;324;77;W  77 ST;10024;324 W  77 ST;True;True;True;False;False;0.110448554;11.0448554
Manhattan;Upper West Side (Central);1031353;4;63;85;W  85 ST;10024;63 W  85 ST;True;True;True;False;False;0.128486157;12.84861569
Manhattan;Hell's Kitchen;1025408;4;345;54;W  54 ST;10019;345 W  54 ST;True;False;False;False;True;0.146555963;14.65559633
Manhattan;Upper West Side (Central);1031630;3;67;92;W  92 ST;10025;67 W  92 ST;True;True;True;False;False;0.120303767;12.03037669
Manhattan;Gramercy;1019563;4;239;17;E  17 ST;10003;239 E  17 ST;True;True;True;False;False;0.09994839;9.994838979
Manhattan;Chelsea-Hudson Yards;1014066;4;251;21;W  21 ST;10011;251 W  21 ST;True;True;True;False;False;0.188539548;18.85395475
Manhattan;Gramercy;1017989;16;120;22;E  22 ST;10010;120 E  22 ST;True;False;False;False;True;0.667309553;66.73095529
Manhattan;Chelsea-Hudson Yards;1014724;2;150;19;W  19 ST;10011;150 W  19 ST;True;False;False;False;True;0.886135449;88.61354491
Manhattan;Midtown-Times Square;1016048;23;6;40;W  40 ST;10018;6 W  40 ST;True;False;False;False;True;0.77874233;77.87423301
Manhattan;Hell's Kitchen;1026424;5;438;45;W  45 ST;10036;438 W  45 ST;True;True;False;False;False;0.235688369;23.56883695
Manhattan;Hell's Kitchen;1026928;4;500;44;W  44 ST;10036;500 W  44 ST;True;True;True;False;False;0.725867174;72.58671736
Manhattan;Hell's Kitchen;1026451;6;411;45;W  45 ST;10036;411 W  45 ST;True;False;True;False;True;0.167959538;16.79595376
Manhattan;Midtown South-Flatiron-Union Square;1015553;4;60;22;W  22 ST;10010;60 W  22 ST;True;False;False;False;True;0.781316275;78.13162746
Manhattan;Midtown-Times Square;1015264;22;141;38;W  38 ST;10018;141 W  38 ST;False;False;False;False;False;0.702241097;70.22410973
Manhattan;Chelsea-Hudson Yards;1014563;11;;;;;;True;True;True;False;False;0.879308719;87.93087189
Manhattan;Upper West Side-Lincoln Square;1028483;5;191;COLUMBUS;COLUMBUS AVE;10023;191 COLUMBUS AVE;False;False;False;False;False;0.431806181;43.18061805
Manhattan;Upper West Side (Central);1030205;4;;;;;;True;False;True;False;False;0.080879096;8.087909595
Manhattan;Hell's Kitchen;1025428;8;321;55;W  55 ST;10019;321 W  55 ST;True;False;True;False;True;0.57973262;57.97326203
Manhattan;Hell's Kitchen;1026780;7;814;10;10 AVE;10019;814 10 AVE;True;False;False;False;True;0.79555975;79.55597504
Manhattan;Midtown South-Flatiron-Union Square;1015133;4;156;29;W  29 ST;10001;156 W  29 ST;False;False;False;False;False;0.847421021;84.74210207
Manhattan;Upper West Side-Lincoln Square;1028826;4;445;59;W  59 ST;10019;445 W  59 ST;True;False;False;False;True;0.48349572;48.34957199
Manhattan;Hell's Kitchen;1026645;7;449;49;W  49 ST;10019;449 W  49 ST;True;True;False;False;False;0.570153386;57.01533861
Manhattan;Chelsea-Hudson Yards;1013828;9;252;17;W  17 ST;10011;252 W  17 ST;True;False;False;False;True;0.67282918;67.28291795
Manhattan;Upper West Side-Lincoln Square;1028612;5;35;71;W  71 ST;10023;35 W  71 ST;True;True;True;False;False;0.110122924;11.01229239
Manhattan;Hell's Kitchen;1013639;12;;;;;;True;False;False;False;True;0.842311338;84.23113377
Manhattan;Upper West Side (Central);1030264;12;150;79;W  79 ST;10024;150 W  79 ST;True;False;False;False;True;0.670671139;67.06711388
Manhattan;Upper West Side (Central);1031673;4;27;94;W  94 ST;10025;27 W  94 ST;True;False;True;False;False;0.110064295;11.0064295
Manhattan;Upper West Side (Central);1031075;4;312;77;W  77 ST;10024;312 W  77 ST;True;True;False;False;False;0.105567399;10.55673991
Manhattan;Chelsea-Hudson Yards;1014669;2;138;18;W  18 ST;10011;138 W  18 ST;True;False;False;False;True;0.734333276;73.43332757
Manhattan;Chelsea-Hudson Yards;1014002;5;248;20;W  20 ST;10011;248 W  20 ST;True;True;True;False;False;0.21368551;21.36855096
Manhattan;Upper West Side-Lincoln Square;1028480;4;70;69;W  69 ST;10023;70 W  69 ST;True;True;True;True;False;0.115972113;11.5972113
Manhattan;Chelsea-Hudson Yards;1013061;5;334;17;W  17 ST;10011;334 W  17 ST;True;True;True;False;False;0.16672718;16.67271795
Manhattan;Midtown-Times Square;1022613;13;127;43;W  43 ST;10036;127 W  43 ST;True;False;False;False;True;0.652216531;65.22165305
Manhattan;Midtown South-Flatiron-Union Square;1015094;7;146;28;W  28 ST;10001;146 W  28 ST;False;False;False;False;False;0.842578098;84.25780983
Manhattan;Chelsea-Hudson Yards;1013588;12;361;36;W  36 ST;10018;361 W  36 ST;True;False;False;False;True;0.882548522;88.25485224
Manhattan;Midtown South-Flatiron-Union Square;1015297;7;34;15;W  15 ST;10011;34 W  15 ST;True;False;False;False;True;0.831896857;83.18968565
Manhattan;Upper West Side (Central);1031079;4;322;77;W  77 ST;10024;322 W  77 ST;True;True;True;False;False;0.106705806;10.67058063
Manhattan;Midtown South-Flatiron-Union Square;1015725;17;1182;BROADWAY;BROADWAY;10001;1182 BROADWAY;True;False;False;False;True;0.854618857;85.46188574
Manhattan;Upper West Side-Lincoln Square;1028597;4;;;;;;True;True;False;False;False;0.120083713;12.00837133
Manhattan;Hell's Kitchen;1025391;5;333;53;W  53 ST;10019;333 W  53 ST;True;False;False;False;False;0.740486631;74.04866308
